task_id,benchmark,model,status,error_type,latency_sec
mbpp/45,mbpp_sanitized,llama-3.1-8b,PASS,None,0.64
mbpp/46,mbpp_sanitized,llama-3.1-8b,PASS,None,0.537
mbpp/47,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.344
mbpp/48,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.936
mbpp/49,mbpp_sanitized,llama-3.1-8b,PASS,None,0.651
mbpp/50,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.575
mbpp/51,mbpp_sanitized,llama-3.1-8b,PASS,None,0.437
mbpp/52,mbpp_sanitized,llama-3.1-8b,PASS,None,0.371
mbpp/53,mbpp_sanitized,llama-3.1-8b,PASS,None,0.636
mbpp/54,mbpp_sanitized,llama-3.1-8b,PASS,None,0.512
mbpp/55,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.294
mbpp/56,mbpp_sanitized,llama-3.1-8b,PASS,None,0.575
mbpp/57,mbpp_sanitized,llama-3.1-8b,PASS,None,0.663
mbpp/58,mbpp_sanitized,llama-3.1-8b,PASS,None,0.484
mbpp/59,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.284
mbpp/60,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.597
mbpp/61,mbpp_sanitized,llama-3.1-8b,PASS,None,0.64
mbpp/62,mbpp_sanitized,llama-3.1-8b,PASS,None,0.561
mbpp/63,mbpp_sanitized,llama-3.1-8b,PASS,None,0.363
mbpp/64,mbpp_sanitized,llama-3.1-8b,PASS,None,0.565
mbpp/65,mbpp_sanitized,llama-3.1-8b,PASS,None,0.644
mbpp/66,mbpp_sanitized,llama-3.1-8b,PASS,None,0.47
mbpp/67,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.409
mbpp/68,mbpp_sanitized,llama-3.1-8b,PASS,None,0.531
mbpp/69,mbpp_sanitized,llama-3.1-8b,PASS,None,0.642
mbpp/70,mbpp_sanitized,llama-3.1-8b,PASS,None,0.584
mbpp/71,mbpp_sanitized,llama-3.1-8b,PASS,None,0.418
mbpp/72,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.421
mbpp/73,mbpp_sanitized,llama-3.1-8b,PASS,None,0.645
mbpp/74,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.525
mbpp/75,mbpp_sanitized,llama-3.1-8b,PASS,None,0.342
mbpp/76,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.637
mbpp/77,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.711
mbpp/78,mbpp_sanitized,llama-3.1-8b,PASS,None,0.459
mbpp/79,mbpp_sanitized,llama-3.1-8b,PASS,None,0.274
mbpp/80,mbpp_sanitized,llama-3.1-8b,PASS,None,0.625
mbpp/81,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,1.058
mbpp/82,mbpp_sanitized,llama-3.1-8b,PASS,None,0.313
mbpp/83,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.722
mbpp/84,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.368
mbpp/85,mbpp_sanitized,llama-3.1-8b,PASS,None,0.652
mbpp/86,mbpp_sanitized,llama-3.1-8b,PASS,None,0.27
mbpp/87,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.351
mbpp/88,mbpp_sanitized,llama-3.1-8b,PASS,None,0.456
mbpp/89,mbpp_sanitized,llama-3.1-8b,PASS,None,0.656
mbpp/90,mbpp_sanitized,llama-3.1-8b,PASS,None,0.454
mbpp/91,mbpp_sanitized,llama-3.1-8b,PASS,None,0.317
mbpp/92,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.61
mbpp/93,mbpp_sanitized,llama-3.1-8b,PASS,None,0.631
mbpp/94,mbpp_sanitized,llama-3.1-8b,PASS,None,0.488
mbpp/95,mbpp_sanitized,llama-3.1-8b,PASS,None,0.264
mbpp/96,mbpp_sanitized,llama-3.1-8b,PASS,None,0.658
mbpp/97,mbpp_sanitized,llama-3.1-8b,PASS,None,0.632
mbpp/98,mbpp_sanitized,llama-3.1-8b,PASS,None,0.541
mbpp/99,mbpp_sanitized,llama-3.1-8b,PASS,None,0.283
mbpp/100,mbpp_sanitized,llama-3.1-8b,FAIL,TimeoutError,0.576
mbpp/101,mbpp_sanitized,llama-3.1-8b,FAIL,IndexError,0.608
mbpp/102,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.476
mbpp/103,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.372
mbpp/104,mbpp_sanitized,llama-3.1-8b,PASS,None,0.555
mbpp/105,mbpp_sanitized,llama-3.1-8b,PASS,None,0.641
mbpp/106,mbpp_sanitized,llama-3.1-8b,PASS,None,0.578
mbpp/107,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.46
mbpp/108,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.434
mbpp/109,mbpp_sanitized,llama-3.1-8b,PASS,None,0.673
mbpp/110,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.687
mbpp/111,mbpp_sanitized,llama-3.1-8b,PASS,None,0.403
mbpp/112,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.772
mbpp/113,mbpp_sanitized,llama-3.1-8b,PASS,None,0.64
mbpp/114,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.379
mbpp/115,mbpp_sanitized,llama-3.1-8b,PASS,None,0.269
mbpp/116,mbpp_sanitized,llama-3.1-8b,PASS,None,0.458
mbpp/117,mbpp_sanitized,llama-3.1-8b,PASS,None,0.652
mbpp/118,mbpp_sanitized,llama-3.1-8b,PASS,None,0.483
mbpp/119,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.388
mbpp/120,mbpp_sanitized,llama-3.1-8b,PASS,None,0.529
mbpp/121,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.655
mbpp/122,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.558
mbpp/123,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.374
mbpp/124,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.58
mbpp/125,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.659
mbpp/126,mbpp_sanitized,llama-3.1-8b,FAIL,TypeError,0.579
mbpp/127,mbpp_sanitized,llama-3.1-8b,PASS,None,0.439
mbpp/128,mbpp_sanitized,llama-3.1-8b,PASS,None,0.488
mbpp/129,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.667
mbpp/130,mbpp_sanitized,llama-3.1-8b,PASS,None,0.578
mbpp/131,mbpp_sanitized,llama-3.1-8b,PASS,None,0.369
mbpp/132,mbpp_sanitized,llama-3.1-8b,PASS,None,0.429
mbpp/133,mbpp_sanitized,llama-3.1-8b,PASS,None,0.621
mbpp/134,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.594
mbpp/135,mbpp_sanitized,llama-3.1-8b,PASS,None,0.332
mbpp/136,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.476
mbpp/137,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.648
mbpp/138,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.491
mbpp/139,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.371
mbpp/140,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.612
mbpp/141,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.668
mbpp/142,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.566
mbpp/143,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.342
mbpp/144,mbpp_sanitized,llama-3.1-8b,PASS,None,0.655
mbpp/145,mbpp_sanitized,llama-3.1-8b,FAIL,AttributeError,0.514
mbpp/146,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.404
mbpp/147,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.54
mbpp/148,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.402
mbpp/149,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.663
mbpp/150,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.622
mbpp/151,mbpp_sanitized,llama-3.1-8b,PASS,None,0.317
mbpp/152,mbpp_sanitized,llama-3.1-8b,PASS,None,0.603
mbpp/153,mbpp_sanitized,llama-3.1-8b,PASS,None,0.556
mbpp/154,mbpp_sanitized,llama-3.1-8b,PASS,None,0.534
mbpp/155,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.37
mbpp/156,mbpp_sanitized,llama-3.1-8b,PASS,None,0.623
mbpp/157,mbpp_sanitized,llama-3.1-8b,PASS,None,0.654
mbpp/158,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.537
mbpp/159,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.478
mbpp/160,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.476
mbpp/161,mbpp_sanitized,llama-3.1-8b,PASS,None,0.651
mbpp/162,mbpp_sanitized,llama-3.1-8b,PASS,None,0.512
mbpp/163,mbpp_sanitized,llama-3.1-8b,FAIL,NameError,0.275
mbpp/164,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.597
mbpp/165,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.647
mbpp/166,mbpp_sanitized,llama-3.1-8b,PASS,None,0.489
mbpp/167,mbpp_sanitized,llama-3.1-8b,PASS,None,0.336
mbpp/168,mbpp_sanitized,llama-3.1-8b,PASS,None,0.68
mbpp/169,mbpp_sanitized,llama-3.1-8b,PASS,None,0.644
mbpp/170,mbpp_sanitized,llama-3.1-8b,PASS,None,0.478
mbpp/171,mbpp_sanitized,llama-3.1-8b,PASS,None,0.246
mbpp/172,mbpp_sanitized,llama-3.1-8b,PASS,None,0.388
mbpp/173,mbpp_sanitized,llama-3.1-8b,PASS,None,0.618
mbpp/174,mbpp_sanitized,llama-3.1-8b,PASS,None,0.529
mbpp/175,mbpp_sanitized,llama-3.1-8b,PASS,None,0.362
mbpp/176,mbpp_sanitized,llama-3.1-8b,PASS,None,0.628
mbpp/177,mbpp_sanitized,llama-3.1-8b,FAIL,NameError,0.63
mbpp/178,mbpp_sanitized,llama-3.1-8b,PASS,None,0.526
mbpp/179,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.305
mbpp/180,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.754
mbpp/181,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.572
mbpp/182,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.585
mbpp/183,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.315
mbpp/184,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,1.404
mbpp/185,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.652
mbpp/186,mbpp_sanitized,llama-3.1-8b,PASS,None,0.516
mbpp/187,mbpp_sanitized,llama-3.1-8b,PASS,None,0.435
mbpp/188,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.564
mbpp/189,mbpp_sanitized,llama-3.1-8b,PASS,None,0.683
mbpp/190,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.459
mbpp/191,mbpp_sanitized,llama-3.1-8b,PASS,None,0.388
mbpp/192,mbpp_sanitized,llama-3.1-8b,PASS,None,0.516
mbpp/193,mbpp_sanitized,llama-3.1-8b,PASS,None,0.621
mbpp/194,mbpp_sanitized,llama-3.1-8b,PASS,None,0.495
mbpp/195,mbpp_sanitized,llama-3.1-8b,PASS,None,0.424
mbpp/196,mbpp_sanitized,llama-3.1-8b,PASS,None,0.479
mbpp/197,mbpp_sanitized,llama-3.1-8b,PASS,None,0.643
mbpp/198,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.523
mbpp/199,mbpp_sanitized,llama-3.1-8b,PASS,None,0.306
mbpp/200,mbpp_sanitized,llama-3.1-8b,PASS,None,0.575
mbpp/201,mbpp_sanitized,llama-3.1-8b,PASS,None,0.65
mbpp/202,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.472
mbpp/203,mbpp_sanitized,llama-3.1-8b,PASS,None,0.293
mbpp/204,mbpp_sanitized,llama-3.1-8b,PASS,None,0.628
mbpp/205,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.637
mbpp/206,mbpp_sanitized,llama-3.1-8b,PASS,None,0.528
mbpp/207,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.513
mbpp/208,mbpp_sanitized,llama-3.1-8b,PASS,None,0.492
mbpp/209,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.629
mbpp/210,mbpp_sanitized,llama-3.1-8b,PASS,None,0.477
mbpp/211,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.428
mbpp/212,mbpp_sanitized,llama-3.1-8b,PASS,None,0.541
mbpp/213,mbpp_sanitized,llama-3.1-8b,PASS,None,0.618
mbpp/214,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.507
mbpp/215,mbpp_sanitized,llama-3.1-8b,PASS,None,0.292
mbpp/216,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.607
mbpp/217,mbpp_sanitized,llama-3.1-8b,PASS,None,0.661
mbpp/218,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.462
mbpp/219,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.294
mbpp/220,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.513
mbpp/221,mbpp_sanitized,llama-3.1-8b,PASS,None,0.458
mbpp/222,mbpp_sanitized,llama-3.1-8b,PASS,None,0.538
mbpp/223,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.357
mbpp/224,mbpp_sanitized,llama-3.1-8b,PASS,None,0.511
mbpp/225,mbpp_sanitized,llama-3.1-8b,PASS,None,0.637
mbpp/226,mbpp_sanitized,llama-3.1-8b,PASS,None,0.519
mbpp/227,mbpp_sanitized,llama-3.1-8b,PASS,None,0.258
mbpp/228,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,1.514
mbpp/229,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.573
mbpp/230,mbpp_sanitized,llama-3.1-8b,PASS,None,0.291
mbpp/231,mbpp_sanitized,llama-3.1-8b,PASS,None,0.404
mbpp/232,mbpp_sanitized,llama-3.1-8b,PASS,None,0.713
mbpp/233,mbpp_sanitized,llama-3.1-8b,FAIL,NameError,0.637
mbpp/234,mbpp_sanitized,llama-3.1-8b,PASS,None,0.344
mbpp/235,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.266
mbpp/236,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.485
mbpp/237,mbpp_sanitized,llama-3.1-8b,PASS,None,0.647
mbpp/238,mbpp_sanitized,llama-3.1-8b,PASS,None,0.487
mbpp/239,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.336
mbpp/240,mbpp_sanitized,llama-3.1-8b,PASS,None,0.547
mbpp/241,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.655
mbpp/242,mbpp_sanitized,llama-3.1-8b,PASS,None,0.448
mbpp/243,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.405
mbpp/244,mbpp_sanitized,llama-3.1-8b,PASS,None,0.562
mbpp/245,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,1.529
mbpp/246,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.348
mbpp/247,mbpp_sanitized,llama-3.1-8b,PASS,None,0.395
mbpp/248,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.588
mbpp/249,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.645
mbpp/250,mbpp_sanitized,llama-3.1-8b,PASS,None,0.258
mbpp/251,mbpp_sanitized,llama-3.1-8b,FAIL,TypeError,0.297
mbpp/252,mbpp_sanitized,llama-3.1-8b,PASS,None,0.42
mbpp/253,mbpp_sanitized,llama-3.1-8b,PASS,None,0.628
mbpp/254,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.303
mbpp/255,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.269
mbpp/256,mbpp_sanitized,llama-3.1-8b,PASS,None,0.504
mbpp/257,mbpp_sanitized,llama-3.1-8b,PASS,None,0.576
mbpp/258,mbpp_sanitized,llama-3.1-8b,PASS,None,0.471
mbpp/259,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.35
mbpp/260,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.577
mbpp/261,mbpp_sanitized,llama-3.1-8b,PASS,None,0.641
mbpp/262,mbpp_sanitized,llama-3.1-8b,PASS,None,0.508
mbpp/263,mbpp_sanitized,llama-3.1-8b,PASS,None,0.259
mbpp/264,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.498
mbpp/265,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.458
mbpp/266,mbpp_sanitized,llama-3.1-8b,PASS,None,0.513
mbpp/267,mbpp_sanitized,llama-3.1-8b,PASS,None,0.26
mbpp/268,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.317
mbpp/269,mbpp_sanitized,llama-3.1-8b,PASS,None,0.631
mbpp/270,mbpp_sanitized,llama-3.1-8b,PASS,None,0.636
mbpp/271,mbpp_sanitized,llama-3.1-8b,PASS,None,0.272
mbpp/272,mbpp_sanitized,llama-3.1-8b,PASS,None,0.496
mbpp/273,mbpp_sanitized,llama-3.1-8b,PASS,None,0.627
mbpp/274,mbpp_sanitized,llama-3.1-8b,FAIL,NameError,0.661
mbpp/275,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.406
mbpp/276,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.443
mbpp/277,mbpp_sanitized,llama-3.1-8b,PASS,None,0.641
mbpp/278,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.64
mbpp/279,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.26
mbpp/280,mbpp_sanitized,llama-3.1-8b,PASS,None,0.497
mbpp/281,mbpp_sanitized,llama-3.1-8b,PASS,None,0.646
mbpp/282,mbpp_sanitized,llama-3.1-8b,PASS,None,0.657
mbpp/283,mbpp_sanitized,llama-3.1-8b,PASS,None,0.302
mbpp/284,mbpp_sanitized,llama-3.1-8b,PASS,None,0.498
mbpp/285,mbpp_sanitized,llama-3.1-8b,PASS,None,0.645
mbpp/286,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.649
mbpp/287,mbpp_sanitized,llama-3.1-8b,PASS,None,0.356
mbpp/288,mbpp_sanitized,llama-3.1-8b,PASS,None,0.361
mbpp/289,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.636
mbpp/290,mbpp_sanitized,llama-3.1-8b,PASS,None,0.642
mbpp/291,mbpp_sanitized,llama-3.1-8b,PASS,None,0.408
mbpp/292,mbpp_sanitized,llama-3.1-8b,PASS,None,0.491
mbpp/293,mbpp_sanitized,llama-3.1-8b,PASS,None,0.603
mbpp/294,mbpp_sanitized,llama-3.1-8b,FAIL,TypeError,0.64
mbpp/295,mbpp_sanitized,llama-3.1-8b,PASS,None,0.237
mbpp/296,mbpp_sanitized,llama-3.1-8b,PASS,None,0.535
mbpp/297,mbpp_sanitized,llama-3.1-8b,PASS,None,0.639
mbpp/298,mbpp_sanitized,llama-3.1-8b,PASS,None,0.643
mbpp/299,mbpp_sanitized,llama-3.1-8b,PASS,None,0.341
mbpp/300,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.506
mbpp/301,mbpp_sanitized,llama-3.1-8b,FAIL,ValueError,0.653
mbpp/302,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.656
mbpp/303,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.319
mbpp/304,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.425
mbpp/305,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.641
mbpp/306,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.657
mbpp/307,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.265
mbpp/308,mbpp_sanitized,llama-3.1-8b,PASS,None,0.461
mbpp/309,mbpp_sanitized,llama-3.1-8b,PASS,None,0.631
mbpp/310,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.629
mbpp/311,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.302
mbpp/312,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.475
mbpp/313,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.631
mbpp/314,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.637
mbpp/315,mbpp_sanitized,llama-3.1-8b,PASS,None,0.477
mbpp/316,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.687
mbpp/317,mbpp_sanitized,llama-3.1-8b,PASS,None,0.644
mbpp/318,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.702
mbpp/319,mbpp_sanitized,llama-3.1-8b,PASS,None,0.255
mbpp/320,mbpp_sanitized,llama-3.1-8b,PASS,None,0.451
mbpp/321,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.626
mbpp/322,mbpp_sanitized,llama-3.1-8b,PASS,None,0.65
mbpp/323,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.368
mbpp/324,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.542
mbpp/325,mbpp_sanitized,llama-3.1-8b,PASS,None,0.538
mbpp/326,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.742
mbpp/327,mbpp_sanitized,llama-3.1-8b,PASS,None,0.306
mbpp/328,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.408
mbpp/329,mbpp_sanitized,llama-3.1-8b,PASS,None,0.661
mbpp/330,mbpp_sanitized,llama-3.1-8b,PASS,None,0.644
mbpp/331,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.274
mbpp/332,mbpp_sanitized,llama-3.1-8b,PASS,None,0.488
mbpp/333,mbpp_sanitized,llama-3.1-8b,PASS,None,0.625
mbpp/334,mbpp_sanitized,llama-3.1-8b,PASS,None,0.654
mbpp/335,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.322
mbpp/336,mbpp_sanitized,llama-3.1-8b,PASS,None,0.424
mbpp/337,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.644
mbpp/338,mbpp_sanitized,llama-3.1-8b,PASS,None,0.629
mbpp/339,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.357
mbpp/340,mbpp_sanitized,llama-3.1-8b,PASS,None,0.412
mbpp/341,mbpp_sanitized,llama-3.1-8b,PASS,None,0.647
mbpp/342,mbpp_sanitized,llama-3.1-8b,FAIL,IndexError,0.644
mbpp/343,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.279
mbpp/344,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.576
mbpp/345,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.65
mbpp/346,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.641
mbpp/347,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.335
mbpp/348,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.427
mbpp/349,mbpp_sanitized,llama-3.1-8b,PASS,None,0.639
mbpp/350,mbpp_sanitized,llama-3.1-8b,PASS,None,0.646
mbpp/351,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.355
mbpp/352,mbpp_sanitized,llama-3.1-8b,PASS,None,0.41
mbpp/353,mbpp_sanitized,llama-3.1-8b,PASS,None,0.642
mbpp/354,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.653
mbpp/355,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.3
mbpp/356,mbpp_sanitized,llama-3.1-8b,PASS,None,0.426
mbpp/357,mbpp_sanitized,llama-3.1-8b,PASS,None,0.639
mbpp/358,mbpp_sanitized,llama-3.1-8b,PASS,None,0.634
mbpp/359,mbpp_sanitized,llama-3.1-8b,PASS,None,0.376
mbpp/360,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.382
mbpp/361,mbpp_sanitized,llama-3.1-8b,PASS,None,0.62
mbpp/362,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.656
mbpp/363,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.288
mbpp/364,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.491
mbpp/365,mbpp_sanitized,llama-3.1-8b,PASS,None,0.638
mbpp/366,mbpp_sanitized,llama-3.1-8b,FAIL,TypeError,0.641
mbpp/367,mbpp_sanitized,llama-3.1-8b,FAIL,NameError,0.365
mbpp/368,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.398
mbpp/369,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.641
mbpp/370,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.644
mbpp/371,mbpp_sanitized,llama-3.1-8b,PASS,None,0.264
mbpp/372,mbpp_sanitized,llama-3.1-8b,PASS,None,0.391
mbpp/373,mbpp_sanitized,llama-3.1-8b,PASS,None,0.647
mbpp/374,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.644
mbpp/375,mbpp_sanitized,llama-3.1-8b,PASS,None,0.307
mbpp/376,mbpp_sanitized,llama-3.1-8b,PASS,None,0.449
mbpp/377,mbpp_sanitized,llama-3.1-8b,PASS,None,0.633
mbpp/378,mbpp_sanitized,llama-3.1-8b,PASS,None,0.574
mbpp/379,mbpp_sanitized,llama-3.1-8b,PASS,None,0.301
mbpp/380,mbpp_sanitized,llama-3.1-8b,PASS,None,0.467
mbpp/381,mbpp_sanitized,llama-3.1-8b,PASS,None,0.641
mbpp/382,mbpp_sanitized,llama-3.1-8b,PASS,None,0.64
mbpp/383,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.315
mbpp/384,mbpp_sanitized,llama-3.1-8b,PASS,None,0.303
mbpp/385,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.463
mbpp/386,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.637
mbpp/387,mbpp_sanitized,llama-3.1-8b,PASS,None,0.334
mbpp/388,mbpp_sanitized,llama-3.1-8b,PASS,None,0.26
mbpp/389,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.419
mbpp/390,mbpp_sanitized,llama-3.1-8b,PASS,None,0.639
mbpp/391,mbpp_sanitized,llama-3.1-8b,PASS,None,0.303
mbpp/392,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.386
mbpp/393,mbpp_sanitized,llama-3.1-8b,PASS,None,0.395
mbpp/394,mbpp_sanitized,llama-3.1-8b,PASS,None,0.645
mbpp/395,mbpp_sanitized,llama-3.1-8b,PASS,None,0.365
mbpp/396,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.306
mbpp/397,mbpp_sanitized,llama-3.1-8b,PASS,None,0.421
mbpp/398,mbpp_sanitized,llama-3.1-8b,FAIL,AssertionError,0.637
mbpp/399,mbpp_sanitized,llama-3.1-8b,PASS,None,0.488
mbpp/400,mbpp_sanitized,llama-3.1-8b,PASS,None,0.378
